0.6            1              1                   ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.6            1              1                   d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

0.6            2              0.5                 NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.6            2              0.5                 gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.6            2              0.5                 gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.6            2              0.5                 gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.6            2              0.5                 du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.6            2              0.5                 uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.6            2              0.5                 ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.6            2              0.5                 d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

======================================================================================================================================================================================

0.61           0.5            2                   NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.61           0.5            2                   gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.61           0.5            2                   gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.61           0.5            2                   gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.61           0.5            2                   du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.61           0.5            2                   uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.61           0.5            2                   ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           0.5            2                   d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

0.61           1              1                   NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.61           1              1                   gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.61           1              1                   gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.61           1              1                   gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.61           1              1                   du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.61           1              1                   uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.61           1              1                   ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           1              1                   d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

0.61           2              0.5                 NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.61           2              0.5                 gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.61           2              0.5                 gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.61           2              0.5                 gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.61           2              0.5                 du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.61           2              0.5                 uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.61           2              0.5                 ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.61           2              0.5                 d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

======================================================================================================================================================================================

0.62           0.5            2                   NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.62           0.5            2                   gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.62           0.5            2                   gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.62           0.5            2                   gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.62           0.5            2                   du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.62           0.5            2                   uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.62           0.5            2                   ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           0.5            2                   d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

0.62           1              1                   NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.62           1              1                   gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.62           1              1                   gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.62           1              1                   gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.62           1              1                   du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.62           1              1                   uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.62           1              1                   ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           1              1                   d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

0.62           2              0.5                 NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.62           2              0.5                 gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.62           2              0.5                 gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.62           2              0.5                 gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.62           2              0.5                 du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.62           2              0.5                 uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.62           2              0.5                 ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.62           2              0.5                 d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

======================================================================================================================================================================================

0.63           0.5            2                   NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.63           0.5            2                   gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.63           0.5            2                   gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.63           0.5            2                   gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.63           0.5            2                   du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.63           0.5            2                   uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.63           0.5            2                   ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.63           0.5            2                   d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

0.63           1              1                   NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.63           1              1                   gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.63           1              1                   gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.63           1              1                   gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.63           1              1                   du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.63           1              1                   uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.63           1              1                   ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   us~_epvebb~ds~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   us~_epvebb~uc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   uc~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   d~d~_epvebb~d~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   d~u~_epvebb~u~u~                                                            -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   d~s~_epvebb~d~c~                                                            -nan +-            -nan         -nan       3      (   0)
0.63           1              1                   d~c~_epvebb~u~c~                                                            -nan +-            -nan         -nan       3      (   0)

0.63           2              0.5                 NNLO.QT-CS.42.RRA.QCD                                                       -nan +-            -nan
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.63           2              0.5                 gg_epvebb~du~                                                               -nan +-            -nan         -nan       5      (   0)
0.63           2              0.5                 gu_epvebb~gd                                                                -nan +-            -nan         -nan      67      (   0)
0.63           2              0.5                 gd~_epvebb~gu~                                                              -nan +-            -nan         -nan      28      (   0)
0.63           2              0.5                 du_epvebb~dd                                                                -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 dc_epvebb~ds                                                                -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 dd~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 ds~_epvebb~dc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 uu_epvebb~du                                                                -nan +-            -nan         -nan       4      (   0)
0.63           2              0.5                 uc_epvebb~dc                                                                -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 ud~_epvebb~gg                                                               -nan +-            -nan         -nan     503      (   0)
0.63           2              0.5                 ud~_epvebb~dd~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 ud~_epvebb~uu~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 ud~_epvebb~ss~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 ud~_epvebb~cc~                                                              -nan +-            -nan         -nan       3      (   0)
0.63           2              0.5                 uu~_epvebb~du~                                                              -nan +-            -nan         -nan       3      (   0)
